Age,specialite_BAC,Sexe,Ville,Anglais,Francais,Nationale,Regional,Generale,detestee,Loisirs,preferee,specialitemnbaad,Skills
19,SP,Femme,Beni Mellal,Intermediaire,Intermediaire,12,12,12,None,"Sport, Musique",Biologie,Ingenierie,Creativite
